train_set,delx,dely,alpha,eta,lt,theta,k,l1,l2,kde.bw,kde.lags,kde.win,pei,pai
train_13,125,125,0.0526315789473684,0.5,7,0,50,0,5e-04,250,3,10,0.0171673819742489,9.17698373820613
train_13,125,125,0.0526315789473684,0.5,7,0,50,0,0.001,250,3,10,0.01931330472103,10.3241067054819
train_13,125,125,0.0526315789473684,0.5,7,0,50,1e-05,0,250,3,10,0.01931330472103,10.3241067054819
train_13,125,125,0.0526315789473684,0.5,7,0,50,1e-05,1e-05,250,3,10,0.0257510729613734,13.7654756073092
train_13,125,125,0.0526315789473684,0.5,7,0,50,1e-05,5e-05,250,3,10,0.00643776824034335,3.4413689018273
train_13,125,125,0.0526315789473684,0.5,7,0,50,1e-05,1e-04,250,3,10,0.0150214592274678,8.02986077093036
train_13,125,125,0.0526315789473684,0.5,7,0,50,1e-05,5e-04,250,3,10,0.0171673819742489,9.17698373820613
train_13,125,125,0.0526315789473684,0.5,7,0,50,1e-05,0.001,250,3,10,0.01931330472103,10.3241067054819
train_13,125,125,0.0526315789473684,0.5,7,0,50,5e-05,0,250,3,10,0.01931330472103,10.3241067054819
train_13,125,125,0.0526315789473684,0.5,7,0,50,5e-05,1e-05,250,3,10,0.00643776824034335,3.4413689018273
train_13,125,125,0.0526315789473684,0.5,7,0,50,5e-05,5e-05,250,3,10,0.00643776824034335,3.4413689018273
train_13,125,125,0.0526315789473684,0.5,7,0,50,5e-05,1e-04,250,3,10,0.0150214592274678,8.02986077093036
train_13,125,125,0.0526315789473684,0.5,7,0,50,5e-05,5e-04,250,3,10,0.0171673819742489,9.17698373820613
train_13,125,125,0.0526315789473684,0.5,7,0,50,5e-05,0.001,250,3,10,0.01931330472103,10.3241067054819
train_13,125,125,0.0526315789473684,0.5,7,0,50,1e-04,0,250,3,10,0.01931330472103,10.3241067054819
train_13,125,125,0.0526315789473684,0.5,7,0,50,1e-04,1e-05,250,3,10,0.01931330472103,10.3241067054819
train_13,125,125,0.0526315789473684,0.5,7,0,50,1e-04,5e-05,250,3,10,0.00643776824034335,3.4413689018273
train_13,125,125,0.0526315789473684,0.5,7,0,50,1e-04,1e-04,250,3,10,0.0150214592274678,8.02986077093036
train_13,125,125,0.0526315789473684,0.5,7,0,50,1e-04,5e-04,250,3,10,0.0171673819742489,9.17698373820613
train_13,125,125,0.0526315789473684,0.5,7,0,50,1e-04,0.001,250,3,10,0.01931330472103,10.3241067054819
train_13,125,125,0.0526315789473684,0.5,7,0,50,5e-04,0,250,3,10,0.01931330472103,10.3241067054819
train_13,125,125,0.0526315789473684,0.5,7,0,50,5e-04,1e-05,250,3,10,0.01931330472103,10.3241067054819
train_13,125,125,0.0526315789473684,0.5,7,0,50,5e-04,5e-05,250,3,10,0.00643776824034335,3.4413689018273
train_13,125,125,0.0526315789473684,0.5,7,0,50,5e-04,1e-04,250,3,10,0.0150214592274678,8.02986077093036
train_13,125,125,0.0526315789473684,0.5,7,0,50,5e-04,5e-04,250,3,10,0.01931330472103,10.3241067054819
train_13,125,125,0.0526315789473684,0.5,7,0,50,5e-04,0.001,250,3,10,0.01931330472103,10.3241067054819
train_13,125,125,0.0526315789473684,0.5,7,0,50,0.001,0,250,3,10,0.01931330472103,10.3241067054819
train_13,125,125,0.0526315789473684,0.5,7,0,50,0.001,1e-05,250,3,10,0.01931330472103,10.3241067054819
train_13,125,125,0.0526315789473684,0.5,7,0,50,0.001,5e-05,250,3,10,0.00643776824034335,3.4413689018273
train_13,125,125,0.0526315789473684,0.5,7,0,50,0.001,1e-04,250,3,10,0.0150214592274678,8.02986077093036
train_13,125,125,0.0526315789473684,0.5,7,0,50,0.001,5e-04,250,3,10,0.01931330472103,10.3241067054819
train_13,125,125,0.0526315789473684,0.5,7,0,50,0.001,0.001,250,3,10,0.01931330472103,10.3241067054819
train_13,125,125,0.105263157894737,0.5,7,0,50,0,0,250,3,10,0.0944206008583691,46.0803544558258
train_13,125,125,0.105263157894737,0.5,7,0,50,0,1e-05,250,3,10,0.0407725321888412,19.898334878652
train_13,125,125,0.105263157894737,0.5,7,0,50,0,5e-05,250,3,10,0.00643776824034335,3.14184234926085
train_13,125,125,0.105263157894737,0.5,7,0,50,0,1e-04,250,3,10,0.0150214592274678,7.33096548160865
train_13,125,125,0.105263157894737,0.5,7,0,50,0,5e-04,250,3,10,0.0214592274678112,10.4728078308695
train_13,125,125,0.105263157894737,0.5,7,0,50,0,0.001,250,3,10,0.0236051502145923,11.5200886139564
train_13,125,125,0.105263157894737,0.5,7,0,50,1e-05,0,250,3,10,0.01931330472103,9.42552704778255
train_13,125,125,0.105263157894737,0.5,7,0,50,1e-05,1e-05,250,3,10,0.0278969957081545,13.6146501801303
train_13,125,125,0.105263157894737,0.5,7,0,50,1e-05,5e-05,250,3,10,0.00643776824034335,3.14184234926085
train_13,125,125,0.105263157894737,0.5,7,0,50,1e-05,1e-04,250,3,10,0.0150214592274678,7.33096548160865
train_13,125,125,0.105263157894737,0.5,7,0,50,1e-05,5e-04,250,3,10,0.0214592274678112,10.4728078308695
train_13,125,125,0.105263157894737,0.5,7,0,50,1e-05,0.001,250,3,10,0.0236051502145923,11.5200886139564
train_13,125,125,0.105263157894737,0.5,7,0,50,5e-05,0,250,3,10,0.01931330472103,9.42552704778255
train_13,125,125,0.105263157894737,0.5,7,0,50,5e-05,1e-05,250,3,10,0.00643776824034335,3.14184234926085
train_13,125,125,0.105263157894737,0.5,7,0,50,5e-05,5e-05,250,3,10,0.00643776824034335,3.14184234926085
train_13,125,125,0.105263157894737,0.5,7,0,50,5e-05,1e-04,250,3,10,0.0150214592274678,7.33096548160865
train_13,125,125,0.105263157894737,0.5,7,0,50,5e-05,5e-04,250,3,10,0.0214592274678112,10.4728078308695
train_13,125,125,0.105263157894737,0.5,7,0,50,5e-05,0.001,250,3,10,0.0236051502145923,11.5200886139564
train_13,125,125,0.105263157894737,0.5,7,0,50,1e-04,0,250,3,10,0.01931330472103,9.42552704778255
train_13,125,125,0.105263157894737,0.5,7,0,50,1e-04,1e-05,250,3,10,0.01931330472103,9.42552704778255
train_13,125,125,0.105263157894737,0.5,7,0,50,1e-04,5e-05,250,3,10,0.00643776824034335,3.14184234926085
train_13,125,125,0.105263157894737,0.5,7,0,50,1e-04,1e-04,250,3,10,0.0150214592274678,7.33096548160865
train_13,125,125,0.105263157894737,0.5,7,0,50,1e-04,5e-04,250,3,10,0.0214592274678112,10.4728078308695
train_13,125,125,0.105263157894737,0.5,7,0,50,1e-04,0.001,250,3,10,0.0236051502145923,11.5200886139564
train_13,125,125,0.105263157894737,0.5,7,0,50,5e-04,0,250,3,10,0.01931330472103,9.42552704778255
train_13,125,125,0.105263157894737,0.5,7,0,50,5e-04,1e-05,250,3,10,0.01931330472103,9.42552704778255
train_13,125,125,0.105263157894737,0.5,7,0,50,5e-04,5e-05,250,3,10,0.00643776824034335,3.14184234926085
train_13,125,125,0.105263157894737,0.5,7,0,50,5e-04,1e-04,250,3,10,0.0150214592274678,7.33096548160865
train_13,125,125,0.105263157894737,0.5,7,0,50,5e-04,5e-04,250,3,10,0.0257510729613734,12.5673693970434
train_13,125,125,0.105263157894737,0.5,7,0,50,5e-04,0.001,250,3,10,0.0236051502145923,11.5200886139564
train_13,125,125,0.105263157894737,0.5,7,0,50,0.001,0,250,3,10,0.01931330472103,9.42552704778255
train_13,125,125,0.105263157894737,0.5,7,0,50,0.001,1e-05,250,3,10,0.01931330472103,9.42552704778255
train_13,125,125,0.105263157894737,0.5,7,0,50,0.001,5e-05,250,3,10,0.00643776824034335,3.14184234926085
train_13,125,125,0.105263157894737,0.5,7,0,50,0.001,1e-04,250,3,10,0.0150214592274678,7.33096548160865
train_13,125,125,0.105263157894737,0.5,7,0,50,0.001,5e-04,250,3,10,0.0257510729613734,12.5673693970434
train_13,125,125,0.105263157894737,0.5,7,0,50,0.001,0.001,250,3,10,0.0257510729613734,12.5673693970434
train_13,125,125,0.157894736842105,0.5,7,0,50,0,0,250,3,10,0.0987124463519313,44.3176399520951
train_13,125,125,0.157894736842105,0.5,7,0,50,0,1e-05,250,3,10,0.0429184549356223,19.2685391096066
train_13,125,125,0.157894736842105,0.5,7,0,50,0,5e-05,250,3,10,0.00643776824034335,2.89028086644099
train_13,125,125,0.157894736842105,0.5,7,0,50,0,1e-04,250,3,10,0.0150214592274678,6.7439886883623
train_13,125,125,0.157894736842105,0.5,7,0,50,0,5e-04,250,3,10,0.0257510729613734,11.5611234657639
train_13,125,125,0.157894736842105,0.5,7,0,50,0,0.001,250,3,10,0.0278969957081545,12.5245504212443
train_13,125,125,0.157894736842105,0.5,7,0,50,1e-05,0,250,3,10,0.0214592274678112,9.63426955480328
train_13,125,125,0.157894736842105,0.5,7,0,50,1e-05,1e-05,250,3,10,0.0278969957081545,12.5245504212443
train_13,125,125,0.157894736842105,0.5,7,0,50,1e-05,5e-05,250,3,10,0.00643776824034335,2.89028086644099
train_13,125,125,0.157894736842105,0.5,7,0,50,1e-05,1e-04,250,3,10,0.0150214592274678,6.7439886883623
train_13,125,125,0.157894736842105,0.5,7,0,50,1e-05,5e-04,250,3,10,0.0257510729613734,11.5611234657639
train_13,125,125,0.157894736842105,0.5,7,0,50,1e-05,0.001,250,3,10,0.0278969957081545,12.5245504212443
train_13,125,125,0.157894736842105,0.5,7,0,50,5e-05,0,250,3,10,0.0214592274678112,9.63426955480328
train_13,125,125,0.157894736842105,0.5,7,0,50,5e-05,1e-05,250,3,10,0.00643776824034335,2.89028086644099
train_13,125,125,0.157894736842105,0.5,7,0,50,5e-05,5e-05,250,3,10,0.00643776824034335,2.89028086644099
train_13,125,125,0.157894736842105,0.5,7,0,50,5e-05,1e-04,250,3,10,0.0150214592274678,6.7439886883623
train_13,125,125,0.157894736842105,0.5,7,0,50,5e-05,5e-04,250,3,10,0.0257510729613734,11.5611234657639
train_13,125,125,0.157894736842105,0.5,7,0,50,5e-05,0.001,250,3,10,0.0278969957081545,12.5245504212443
train_13,125,125,0.157894736842105,0.5,7,0,50,1e-04,0,250,3,10,0.0214592274678112,9.63426955480328
train_13,125,125,0.157894736842105,0.5,7,0,50,1e-04,1e-05,250,3,10,0.0214592274678112,9.63426955480328
train_13,125,125,0.157894736842105,0.5,7,0,50,1e-04,5e-05,250,3,10,0.00643776824034335,2.89028086644099
train_13,125,125,0.157894736842105,0.5,7,0,50,1e-04,1e-04,250,3,10,0.0150214592274678,6.7439886883623
train_13,125,125,0.157894736842105,0.5,7,0,50,1e-04,5e-04,250,3,10,0.0257510729613734,11.5611234657639
train_13,125,125,0.157894736842105,0.5,7,0,50,1e-04,0.001,250,3,10,0.0278969957081545,12.5245504212443
train_13,125,125,0.157894736842105,0.5,7,0,50,5e-04,0,250,3,10,0.0214592274678112,9.63426955480328
train_13,125,125,0.157894736842105,0.5,7,0,50,5e-04,1e-05,250,3,10,0.0214592274678112,9.63426955480328
train_13,125,125,0.157894736842105,0.5,7,0,50,5e-04,5e-05,250,3,10,0.00643776824034335,2.89028086644099
train_13,125,125,0.157894736842105,0.5,7,0,50,5e-04,1e-04,250,3,10,0.0150214592274678,6.7439886883623
train_13,125,125,0.157894736842105,0.5,7,0,50,5e-04,5e-04,250,3,10,0.0257510729613734,11.5611234657639
train_13,125,125,0.157894736842105,0.5,7,0,50,5e-04,0.001,250,3,10,0.0278969957081545,12.5245504212443
train_13,125,125,0.157894736842105,0.5,7,0,50,0.001,0,250,3,10,0.0214592274678112,9.63426955480328
train_13,125,125,0.157894736842105,0.5,7,0,50,0.001,1e-05,250,3,10,0.0214592274678112,9.63426955480328
train_13,125,125,0.157894736842105,0.5,7,0,50,0.001,5e-05,250,3,10,0.00643776824034335,2.89028086644099
train_13,125,125,0.157894736842105,0.5,7,0,50,0.001,1e-04,250,3,10,0.0150214592274678,6.7439886883623
train_13,125,125,0.157894736842105,0.5,7,0,50,0.001,5e-04,250,3,10,0.0300429184549356,13.4879773767246
train_13,125,125,0.157894736842105,0.5,7,0,50,0.001,0.001,250,3,10,0.0278969957081545,12.5245504212443
train_13,125,125,0.210526315789474,0.5,7,0,50,0,0,250,3,10,0.109442060085837,45.4922914293606
train_13,125,125,0.210526315789474,0.5,7,0,50,0,1e-05,250,3,10,0.0429184549356223,17.8401142860237
train_13,125,125,0.210526315789474,0.5,7,0,50,0,5e-05,250,3,10,0.0128755364806867,5.35203428580712
train_13,125,125,0.210526315789474,0.5,7,0,50,0,1e-04,250,3,10,0.0150214592274678,6.24404000010831
train_13,125,125,0.210526315789474,0.5,7,0,50,0,5e-04,250,3,10,0.0257510729613734,10.7040685716142
train_13,125,125,0.210526315789474,0.5,7,0,50,0,0.001,250,3,10,0.0278969957081545,11.5960742859154
train_13,125,125,0.210526315789474,0.5,7,0,50,1e-05,0,250,3,10,0.0236051502145923,9.81206285731306
train_13,125,125,0.210526315789474,0.5,7,0,50,1e-05,1e-05,250,3,10,0.0278969957081545,11.5960742859154
train_13,125,125,0.210526315789474,0.5,7,0,50,1e-05,5e-05,250,3,10,0.0128755364806867,5.35203428580712
train_13,125,125,0.210526315789474,0.5,7,0,50,1e-05,1e-04,250,3,10,0.0150214592274678,6.24404000010831
train_13,125,125,0.210526315789474,0.5,7,0,50,1e-05,5e-04,250,3,10,0.0257510729613734,10.7040685716142
train_13,125,125,0.210526315789474,0.5,7,0,50,1e-05,0.001,250,3,10,0.0278969957081545,11.5960742859154
train_13,125,125,0.210526315789474,0.5,7,0,50,5e-05,0,250,3,10,0.0236051502145923,9.81206285731306
train_13,125,125,0.210526315789474,0.5,7,0,50,5e-05,1e-05,250,3,10,0.00643776824034335,2.67601714290356
train_13,125,125,0.210526315789474,0.5,7,0,50,5e-05,5e-05,250,3,10,0.0128755364806867,5.35203428580712
train_13,125,125,0.210526315789474,0.5,7,0,50,5e-05,1e-04,250,3,10,0.0150214592274678,6.24404000010831
train_13,125,125,0.210526315789474,0.5,7,0,50,5e-05,5e-04,250,3,10,0.0257510729613734,10.7040685716142
train_13,125,125,0.210526315789474,0.5,7,0,50,5e-05,0.001,250,3,10,0.0278969957081545,11.5960742859154
train_13,125,125,0.210526315789474,0.5,7,0,50,1e-04,0,250,3,10,0.0236051502145923,9.81206285731306
train_13,125,125,0.210526315789474,0.5,7,0,50,1e-04,1e-05,250,3,10,0.0236051502145923,9.81206285731306
train_13,125,125,0.210526315789474,0.5,7,0,50,1e-04,5e-05,250,3,10,0.0128755364806867,5.35203428580712
train_13,125,125,0.210526315789474,0.5,7,0,50,1e-04,1e-04,250,3,10,0.0150214592274678,6.24404000010831
train_13,125,125,0.210526315789474,0.5,7,0,50,1e-04,5e-04,250,3,10,0.0257510729613734,10.7040685716142
train_13,125,125,0.210526315789474,0.5,7,0,50,1e-04,0.001,250,3,10,0.0278969957081545,11.5960742859154
train_13,125,125,0.210526315789474,0.5,7,0,50,5e-04,0,250,3,10,0.0236051502145923,9.81206285731306
train_13,125,125,0.210526315789474,0.5,7,0,50,5e-04,1e-05,250,3,10,0.0236051502145923,9.81206285731306
train_13,125,125,0.210526315789474,0.5,7,0,50,5e-04,5e-05,250,3,10,0.0107296137339056,4.46002857150594
train_13,125,125,0.210526315789474,0.5,7,0,50,5e-04,1e-04,250,3,10,0.0150214592274678,6.24404000010831
train_13,125,125,0.210526315789474,0.5,7,0,50,5e-04,5e-04,250,3,10,0.0278969957081545,11.5960742859154
train_13,125,125,0.210526315789474,0.5,7,0,50,5e-04,0.001,250,3,10,0.0278969957081545,11.5960742859154
train_13,125,125,0.210526315789474,0.5,7,0,50,0.001,0,250,3,10,0.0236051502145923,9.81206285731306
train_13,125,125,0.210526315789474,0.5,7,0,50,0.001,1e-05,250,3,10,0.0236051502145923,9.81206285731306
train_13,125,125,0.210526315789474,0.5,7,0,50,0.001,5e-05,250,3,10,0.0128755364806867,5.35203428580712
train_13,125,125,0.210526315789474,0.5,7,0,50,0.001,1e-04,250,3,10,0.0150214592274678,6.24404000010831
train_13,125,125,0.210526315789474,0.5,7,0,50,0.001,5e-04,250,3,10,0.036480686695279,15.1640971431202
train_13,125,125,0.210526315789474,0.5,7,0,50,0.001,0.001,250,3,10,0.0278969957081545,11.5960742859154
train_13,125,125,0.263157894736842,0.5,7,0,50,0,0,250,3,10,0.113733905579399,44.0134743200419
train_13,125,125,0.263157894736842,0.5,7,0,50,0,1e-05,250,3,10,0.0450643776824034,17.439301145677
train_13,125,125,0.263157894736842,0.5,7,0,50,0,5e-05,250,3,10,0.0150214592274678,5.81310038189232
train_13,125,125,0.263157894736842,0.5,7,0,50,0,1e-04,250,3,10,0.0150214592274678,5.81310038189232
train_13,125,125,0.263157894736842,0.5,7,0,50,0,5e-04,250,3,10,0.0257510729613734,9.96531494038683
train_13,125,125,0.263157894736842,0.5,7,0,50,0,0.001,250,3,10,0.0278969957081545,10.7957578520857
train_13,125,125,0.263157894736842,0.5,7,0,50,1e-05,0,250,3,10,0.0236051502145923,9.13487202868793
train_13,125,125,0.263157894736842,0.5,7,0,50,1e-05,1e-05,250,3,10,0.0300429184549356,11.6262007637846
train_13,125,125,0.263157894736842,0.5,7,0,50,1e-05,5e-05,250,3,10,0.0150214592274678,5.81310038189232
train_13,125,125,0.263157894736842,0.5,7,0,50,1e-05,1e-04,250,3,10,0.0150214592274678,5.81310038189232
train_13,125,125,0.263157894736842,0.5,7,0,50,1e-05,5e-04,250,3,10,0.0257510729613734,9.96531494038683
train_13,125,125,0.263157894736842,0.5,7,0,50,1e-05,0.001,250,3,10,0.0278969957081545,10.7957578520857
train_13,125,125,0.263157894736842,0.5,7,0,50,5e-05,0,250,3,10,0.0236051502145923,9.13487202868793
train_13,125,125,0.263157894736842,0.5,7,0,50,5e-05,1e-05,250,3,10,0.00858369098712446,3.32177164679561
train_13,125,125,0.263157894736842,0.5,7,0,50,5e-05,5e-05,250,3,10,0.0150214592274678,5.81310038189232
train_13,125,125,0.263157894736842,0.5,7,0,50,5e-05,1e-04,250,3,10,0.0150214592274678,5.81310038189232
train_13,125,125,0.263157894736842,0.5,7,0,50,5e-05,5e-04,250,3,10,0.0257510729613734,9.96531494038683
train_13,125,125,0.263157894736842,0.5,7,0,50,5e-05,0.001,250,3,10,0.0278969957081545,10.7957578520857
train_13,125,125,0.263157894736842,0.5,7,0,50,1e-04,0,250,3,10,0.0236051502145923,9.13487202868793
train_13,125,125,0.263157894736842,0.5,7,0,50,1e-04,1e-05,250,3,10,0.0236051502145923,9.13487202868793
train_13,125,125,0.263157894736842,0.5,7,0,50,1e-04,5e-05,250,3,10,0.0150214592274678,5.81310038189232
train_13,125,125,0.263157894736842,0.5,7,0,50,1e-04,1e-04,250,3,10,0.0150214592274678,5.81310038189232
train_13,125,125,0.263157894736842,0.5,7,0,50,1e-04,5e-04,250,3,10,0.0257510729613734,9.96531494038683
train_13,125,125,0.263157894736842,0.5,7,0,50,1e-04,0.001,250,3,10,0.0278969957081545,10.7957578520857
train_13,125,125,0.263157894736842,0.5,7,0,50,5e-04,0,250,3,10,0.0236051502145923,9.13487202868793
train_13,125,125,0.263157894736842,0.5,7,0,50,5e-04,1e-05,250,3,10,0.0236051502145923,9.13487202868793
train_13,125,125,0.263157894736842,0.5,7,0,50,5e-04,5e-05,250,3,10,0.0150214592274678,5.81310038189232
train_13,125,125,0.263157894736842,0.5,7,0,50,5e-04,1e-04,250,3,10,0.0150214592274678,5.81310038189232
train_13,125,125,0.263157894736842,0.5,7,0,50,5e-04,5e-04,250,3,10,0.0386266094420601,14.9479724105803
train_13,125,125,0.263157894736842,0.5,7,0,50,5e-04,0.001,250,3,10,0.0278969957081545,10.7957578520857
train_13,125,125,0.263157894736842,0.5,7,0,50,0.001,0,250,3,10,0.0236051502145923,9.13487202868793
train_13,125,125,0.263157894736842,0.5,7,0,50,0.001,1e-05,250,3,10,0.0236051502145923,9.13487202868793
train_13,125,125,0.263157894736842,0.5,7,0,50,0.001,5e-05,250,3,10,0.0150214592274678,5.81310038189232
train_13,125,125,0.263157894736842,0.5,7,0,50,0.001,1e-04,250,3,10,0.0150214592274678,5.81310038189232
train_13,125,125,0.263157894736842,0.5,7,0,50,0.001,5e-04,250,3,10,0.036480686695279,14.1175294988813
train_13,125,125,0.263157894736842,0.5,7,0,50,0.001,0.001,250,3,10,0.0278969957081545,10.7957578520857
train_13,125,125,0.315789473684211,0.5,7,0,50,0,0,250,3,10,0.120171673819742,43.5024325282271
train_13,125,125,0.315789473684211,0.5,7,0,50,0,1e-05,250,3,10,0.0450643776824034,16.3134121980852
train_13,125,125,0.315789473684211,0.5,7,0,50,0,5e-05,250,3,10,0.0150214592274678,5.43780406602839
train_13,125,125,0.315789473684211,0.5,7,0,50,0,1e-04,250,3,10,0.0171673819742489,6.21463321831816
train_13,125,125,0.315789473684211,0.5,7,0,50,0,5e-04,250,3,10,0.0278969957081545,10.098778979767
train_13,125,125,0.315789473684211,0.5,7,0,50,0,0.001,250,3,10,0.0278969957081545,10.098778979767
train_13,125,125,0.315789473684211,0.5,7,0,50,1e-05,0,250,3,10,0.0257510729613734,9.32194982747724
train_13,125,125,0.315789473684211,0.5,7,0,50,1e-05,1e-05,250,3,10,0.0300429184549356,10.8756081320568
train_13,125,125,0.315789473684211,0.5,7,0,50,1e-05,5e-05,250,3,10,0.0150214592274678,5.43780406602839
train_13,125,125,0.315789473684211,0.5,7,0,50,1e-05,1e-04,250,3,10,0.0171673819742489,6.21463321831816
train_13,125,125,0.315789473684211,0.5,7,0,50,1e-05,5e-04,250,3,10,0.0278969957081545,10.098778979767
train_13,125,125,0.315789473684211,0.5,7,0,50,1e-05,0.001,250,3,10,0.0278969957081545,10.098778979767
train_13,125,125,0.315789473684211,0.5,7,0,50,5e-05,0,250,3,10,0.0257510729613734,9.32194982747724
train_13,125,125,0.315789473684211,0.5,7,0,50,5e-05,1e-05,250,3,10,0.0128755364806867,4.66097491373862
train_13,125,125,0.315789473684211,0.5,7,0,50,5e-05,5e-05,250,3,10,0.0150214592274678,5.43780406602839
train_13,125,125,0.315789473684211,0.5,7,0,50,5e-05,1e-04,250,3,10,0.0171673819742489,6.21463321831816
train_13,125,125,0.315789473684211,0.5,7,0,50,5e-05,5e-04,250,3,10,0.0278969957081545,10.098778979767
train_13,125,125,0.315789473684211,0.5,7,0,50,5e-05,0.001,250,3,10,0.0278969957081545,10.098778979767
train_13,125,125,0.315789473684211,0.5,7,0,50,1e-04,0,250,3,10,0.0257510729613734,9.32194982747724
train_13,125,125,0.315789473684211,0.5,7,0,50,1e-04,1e-05,250,3,10,0.0257510729613734,9.32194982747724
train_13,125,125,0.315789473684211,0.5,7,0,50,1e-04,5e-05,250,3,10,0.0150214592274678,5.43780406602839
train_13,125,125,0.315789473684211,0.5,7,0,50,1e-04,1e-04,250,3,10,0.0171673819742489,6.21463321831816
train_13,125,125,0.315789473684211,0.5,7,0,50,1e-04,5e-04,250,3,10,0.0278969957081545,10.098778979767
train_13,125,125,0.315789473684211,0.5,7,0,50,1e-04,0.001,250,3,10,0.0278969957081545,10.098778979767
train_13,125,125,0.315789473684211,0.5,7,0,50,5e-04,0,250,3,10,0.0257510729613734,9.32194982747724
train_13,125,125,0.315789473684211,0.5,7,0,50,5e-04,1e-05,250,3,10,0.0257510729613734,9.32194982747724
train_13,125,125,0.315789473684211,0.5,7,0,50,5e-04,5e-05,250,3,10,0.0150214592274678,5.43780406602839
train_13,125,125,0.315789473684211,0.5,7,0,50,5e-04,1e-04,250,3,10,0.0171673819742489,6.21463321831816
