train_set,delx,dely,alpha,eta,lt,theta,k,l1,l2,kde.bw,kde.lags,kde.win,pei,pai
train_13,125,125,0.157894736842105,0.5,7,0,50,5e-05,0.001,250,3,10,0.0185979971387697,5.8953944407069
train_13,125,125,0.157894736842105,0.5,7,0,50,1e-04,0,250,3,10,0.0271816881258941,8.61634572103316
train_13,125,125,0.157894736842105,0.5,7,0,50,1e-04,1e-05,250,3,10,0.0271816881258941,8.61634572103316
train_13,125,125,0.157894736842105,0.5,7,0,50,1e-04,5e-05,250,3,10,0.0243204577968527,7.70936196092441
train_13,125,125,0.157894736842105,0.5,7,0,50,1e-04,1e-04,250,3,10,0.0171673819742489,5.44190256065252
train_13,125,125,0.157894736842105,0.5,7,0,50,1e-04,5e-04,250,3,10,0.0171673819742489,5.44190256065252
train_13,125,125,0.157894736842105,0.5,7,0,50,1e-04,0.001,250,3,10,0.0243204577968527,7.70936196092441
train_13,125,125,0.157894736842105,0.5,7,0,50,5e-04,0,250,3,10,0.0271816881258941,8.61634572103316
train_13,125,125,0.157894736842105,0.5,7,0,50,5e-04,1e-05,250,3,10,0.0271816881258941,8.61634572103316
train_13,125,125,0.157894736842105,0.5,7,0,50,5e-04,5e-05,250,3,10,0.0228898426323319,7.25587008087003
train_13,125,125,0.157894736842105,0.5,7,0,50,5e-04,1e-04,250,3,10,0.0157367668097282,4.98841068059815
train_13,125,125,0.157894736842105,0.5,7,0,50,5e-04,5e-04,250,3,10,0.0271816881258941,8.61634572103316
train_13,125,125,0.157894736842105,0.5,7,0,50,5e-04,0.001,250,3,10,0.0271816881258941,8.61634572103316
train_13,125,125,0.157894736842105,0.5,7,0,50,0.001,0,250,3,10,0.0271816881258941,8.61634572103316
train_13,125,125,0.157894736842105,0.5,7,0,50,0.001,1e-05,250,3,10,0.0271816881258941,8.61634572103316
train_13,125,125,0.157894736842105,0.5,7,0,50,0.001,5e-05,250,3,10,0.0185979971387697,5.8953944407069
train_13,125,125,0.157894736842105,0.5,7,0,50,0.001,1e-04,250,3,10,0.0171673819742489,5.44190256065252
train_13,125,125,0.157894736842105,0.5,7,0,50,0.001,5e-04,250,3,10,0.0271816881258941,8.61634572103316
train_13,125,125,0.157894736842105,0.5,7,0,50,0.001,0.001,250,3,10,0.0271816881258941,8.61634572103316
train_13,125,125,0.210526315789474,0.5,7,0,50,0,0,250,3,10,0.18230563002681,57.1027819692445
train_13,125,125,0.210526315789474,0.5,7,0,50,0,1e-05,250,3,10,0.079088471849866,24.7725304131281
train_13,125,125,0.210526315789474,0.5,7,0,50,0,5e-05,250,3,10,0.0227882037533512,7.13784774615556
train_13,125,125,0.210526315789474,0.5,7,0,50,0,1e-04,250,3,10,0.0187667560321716,5.87822755565752
train_13,125,125,0.210526315789474,0.5,7,0,50,0,5e-04,250,3,10,0.017426273458445,5.45835415882484
train_13,125,125,0.210526315789474,0.5,7,0,50,0,0.001,250,3,10,0.0134048257372654,4.1987339683268
train_13,125,125,0.210526315789474,0.5,7,0,50,1e-05,0,250,3,10,0.0268096514745308,8.3974679366536
train_13,125,125,0.210526315789474,0.5,7,0,50,1e-05,1e-05,250,3,10,0.0214477211796247,6.71797434932288
train_13,125,125,0.210526315789474,0.5,7,0,50,1e-05,5e-05,250,3,10,0.0227882037533512,7.13784774615556
train_13,125,125,0.210526315789474,0.5,7,0,50,1e-05,1e-04,250,3,10,0.0187667560321716,5.87822755565752
train_13,125,125,0.210526315789474,0.5,7,0,50,1e-05,5e-04,250,3,10,0.0268096514745308,8.3974679366536
train_13,125,125,0.210526315789474,0.5,7,0,50,1e-05,0.001,250,3,10,0.0160857908847185,5.03848076199216
train_13,125,125,0.210526315789474,0.5,7,0,50,5e-05,0,250,3,10,0.0268096514745308,8.3974679366536
train_13,125,125,0.210526315789474,0.5,7,0,50,5e-05,1e-05,250,3,10,0.0268096514745308,8.3974679366536
train_13,125,125,0.210526315789474,0.5,7,0,50,5e-05,5e-05,250,3,10,0.0241286863270777,7.55772114298824
train_13,125,125,0.210526315789474,0.5,7,0,50,5e-05,1e-04,250,3,10,0.0187667560321716,5.87822755565752
train_13,125,125,0.210526315789474,0.5,7,0,50,5e-05,5e-04,250,3,10,0.0187667560321716,5.87822755565752
train_13,125,125,0.210526315789474,0.5,7,0,50,5e-05,0.001,250,3,10,0.0201072386058981,6.2981009524902
train_13,125,125,0.210526315789474,0.5,7,0,50,1e-04,0,250,3,10,0.0268096514745308,8.3974679366536
train_13,125,125,0.210526315789474,0.5,7,0,50,1e-04,1e-05,250,3,10,0.0268096514745308,8.3974679366536
train_13,125,125,0.210526315789474,0.5,7,0,50,1e-04,5e-05,250,3,10,0.0227882037533512,7.13784774615556
train_13,125,125,0.210526315789474,0.5,7,0,50,1e-04,1e-04,250,3,10,0.0187667560321716,5.87822755565752
train_13,125,125,0.210526315789474,0.5,7,0,50,1e-04,5e-04,250,3,10,0.017426273458445,5.45835415882484
train_13,125,125,0.210526315789474,0.5,7,0,50,1e-04,0.001,250,3,10,0.0241286863270777,7.55772114298824
train_13,125,125,0.210526315789474,0.5,7,0,50,5e-04,0,250,3,10,0.0268096514745308,8.3974679366536
train_13,125,125,0.210526315789474,0.5,7,0,50,5e-04,1e-05,250,3,10,0.0268096514745308,8.3974679366536
train_13,125,125,0.210526315789474,0.5,7,0,50,5e-04,5e-05,250,3,10,0.0241286863270777,7.55772114298824
train_13,125,125,0.210526315789474,0.5,7,0,50,5e-04,1e-04,250,3,10,0.0201072386058981,6.2981009524902
train_13,125,125,0.210526315789474,0.5,7,0,50,5e-04,5e-04,250,3,10,0.0268096514745308,8.3974679366536
train_13,125,125,0.210526315789474,0.5,7,0,50,5e-04,0.001,250,3,10,0.0268096514745308,8.3974679366536
train_13,125,125,0.210526315789474,0.5,7,0,50,0.001,0,250,3,10,0.0268096514745308,8.3974679366536
train_13,125,125,0.210526315789474,0.5,7,0,50,0.001,1e-05,250,3,10,0.0268096514745308,8.3974679366536
train_13,125,125,0.210526315789474,0.5,7,0,50,0.001,5e-05,250,3,10,0.0201072386058981,6.2981009524902
train_13,125,125,0.210526315789474,0.5,7,0,50,0.001,1e-04,250,3,10,0.0160857908847185,5.03848076199216
train_13,125,125,0.210526315789474,0.5,7,0,50,0.001,5e-04,250,3,10,0.0268096514745308,8.3974679366536
train_13,125,125,0.210526315789474,0.5,7,0,50,0.001,0.001,250,3,10,0.0268096514745308,8.3974679366536
train_13,125,125,0.263157894736842,0.5,7,0,50,0,0,250,3,10,0.174022698612863,53.9435583490233
train_13,125,125,0.263157894736842,0.5,7,0,50,0,1e-05,250,3,10,0.0756620428751576,23.4537210213145
train_13,125,125,0.263157894736842,0.5,7,0,50,0,5e-05,250,3,10,0.0239596469104666,7.42701165674958
train_13,125,125,0.263157894736842,0.5,7,0,50,0,1e-04,250,3,10,0.0189155107187894,5.86343025532862
train_13,125,125,0.263157894736842,0.5,7,0,50,0,5e-04,250,3,10,0.0163934426229508,5.08163955461813
train_13,125,125,0.263157894736842,0.5,7,0,50,0,0.001,250,3,10,0.0138713745271122,4.29984885390765
train_13,125,125,0.263157894736842,0.5,7,0,50,1e-05,0,250,3,10,0.0252206809583859,7.81790700710482
train_13,125,125,0.263157894736842,0.5,7,0,50,1e-05,1e-05,250,3,10,0.0226986128625473,7.03611630639434
train_13,125,125,0.263157894736842,0.5,7,0,50,1e-05,5e-05,250,3,10,0.0239596469104666,7.42701165674958
train_13,125,125,0.263157894736842,0.5,7,0,50,1e-05,1e-04,250,3,10,0.0189155107187894,5.86343025532862
train_13,125,125,0.263157894736842,0.5,7,0,50,1e-05,5e-04,250,3,10,0.0264817150063052,8.20880235746006
train_13,125,125,0.263157894736842,0.5,7,0,50,1e-05,0.001,250,3,10,0.0163934426229508,5.08163955461813
train_13,125,125,0.263157894736842,0.5,7,0,50,5e-05,0,250,3,10,0.0252206809583859,7.81790700710482
train_13,125,125,0.263157894736842,0.5,7,0,50,5e-05,1e-05,250,3,10,0.0264817150063052,8.20880235746006
train_13,125,125,0.263157894736842,0.5,7,0,50,5e-05,5e-05,250,3,10,0.0239596469104666,7.42701165674958
train_13,125,125,0.263157894736842,0.5,7,0,50,5e-05,1e-04,250,3,10,0.0189155107187894,5.86343025532862
train_13,125,125,0.263157894736842,0.5,7,0,50,5e-05,5e-04,250,3,10,0.0189155107187894,5.86343025532862
train_13,125,125,0.263157894736842,0.5,7,0,50,5e-05,0.001,250,3,10,0.0201765447667087,6.25432560568386
train_13,125,125,0.263157894736842,0.5,7,0,50,1e-04,0,250,3,10,0.0252206809583859,7.81790700710482
train_13,125,125,0.263157894736842,0.5,7,0,50,1e-04,1e-05,250,3,10,0.0252206809583859,7.81790700710482
train_13,125,125,0.263157894736842,0.5,7,0,50,1e-04,5e-05,250,3,10,0.0239596469104666,7.42701165674958
train_13,125,125,0.263157894736842,0.5,7,0,50,1e-04,1e-04,250,3,10,0.0189155107187894,5.86343025532862
train_13,125,125,0.263157894736842,0.5,7,0,50,1e-04,5e-04,250,3,10,0.0176544766708701,5.47253490497338
train_13,125,125,0.263157894736842,0.5,7,0,50,1e-04,0.001,250,3,10,0.0226986128625473,7.03611630639434
train_13,125,125,0.263157894736842,0.5,7,0,50,5e-04,0,250,3,10,0.0252206809583859,7.81790700710482
train_13,125,125,0.263157894736842,0.5,7,0,50,5e-04,1e-05,250,3,10,0.0252206809583859,7.81790700710482
train_13,125,125,0.263157894736842,0.5,7,0,50,5e-04,5e-05,250,3,10,0.0239596469104666,7.42701165674958
train_13,125,125,0.263157894736842,0.5,7,0,50,5e-04,1e-04,250,3,10,0.0189155107187894,5.86343025532862
train_13,125,125,0.263157894736842,0.5,7,0,50,5e-04,5e-04,250,3,10,0.0252206809583859,7.81790700710482
train_13,125,125,0.263157894736842,0.5,7,0,50,5e-04,0.001,250,3,10,0.0252206809583859,7.81790700710482
train_13,125,125,0.263157894736842,0.5,7,0,50,0.001,0,250,3,10,0.0252206809583859,7.81790700710482
train_13,125,125,0.263157894736842,0.5,7,0,50,0.001,1e-05,250,3,10,0.0252206809583859,7.81790700710482
train_13,125,125,0.263157894736842,0.5,7,0,50,0.001,5e-05,250,3,10,0.021437578814628,6.6452209560391
train_13,125,125,0.263157894736842,0.5,7,0,50,0.001,1e-04,250,3,10,0.0176544766708701,5.47253490497338
train_13,125,125,0.263157894736842,0.5,7,0,50,0.001,5e-04,250,3,10,0.0252206809583859,7.81790700710482
train_13,125,125,0.263157894736842,0.5,7,0,50,0.001,0.001,250,3,10,0.0252206809583859,7.81790700710482
train_13,125,125,0.315789473684211,0.5,7,0,50,0,0,250,3,10,0.175,53.7518692829837
train_13,125,125,0.315789473684211,0.5,7,0,50,0,1e-05,250,3,10,0.075,23.036515406993
train_13,125,125,0.315789473684211,0.5,7,0,50,0,5e-05,250,3,10,0.0238095238095238,7.3131794942835
train_13,125,125,0.315789473684211,0.5,7,0,50,0,1e-04,250,3,10,0.0190476190476191,5.8505435954268
train_13,125,125,0.315789473684211,0.5,7,0,50,0,5e-04,250,3,10,0.0166666666666667,5.11922564599845
train_13,125,125,0.315789473684211,0.5,7,0,50,0,0.001,250,3,10,0.0142857142857143,4.3879076965701
train_13,125,125,0.315789473684211,0.5,7,0,50,1e-05,0,250,3,10,0.0261904761904762,8.04449744371184
train_13,125,125,0.315789473684211,0.5,7,0,50,1e-05,1e-05,250,3,10,0.0214285714285714,6.58186154485514
train_13,125,125,0.315789473684211,0.5,7,0,50,1e-05,5e-05,250,3,10,0.0238095238095238,7.3131794942835
train_13,125,125,0.315789473684211,0.5,7,0,50,1e-05,1e-04,250,3,10,0.0190476190476191,5.8505435954268
train_13,125,125,0.315789473684211,0.5,7,0,50,1e-05,5e-04,250,3,10,0.025,7.67883846899767
train_13,125,125,0.315789473684211,0.5,7,0,50,1e-05,0.001,250,3,10,0.0154761904761905,4.75356667128427
train_13,125,125,0.315789473684211,0.5,7,0,50,5e-05,0,250,3,10,0.0261904761904762,8.04449744371184
train_13,125,125,0.315789473684211,0.5,7,0,50,5e-05,1e-05,250,3,10,0.025,7.67883846899767
train_13,125,125,0.315789473684211,0.5,7,0,50,5e-05,5e-05,250,3,10,0.025,7.67883846899767
train_13,125,125,0.315789473684211,0.5,7,0,50,5e-05,1e-04,250,3,10,0.0190476190476191,5.8505435954268
train_13,125,125,0.315789473684211,0.5,7,0,50,5e-05,5e-04,250,3,10,0.0178571428571429,5.48488462071262
train_13,125,125,0.315789473684211,0.5,7,0,50,5e-05,0.001,250,3,10,0.0214285714285714,6.58186154485514
train_13,125,125,0.315789473684211,0.5,7,0,50,1e-04,0,250,3,10,0.0261904761904762,8.04449744371184
train_13,125,125,0.315789473684211,0.5,7,0,50,1e-04,1e-05,250,3,10,0.0261904761904762,8.04449744371184
train_13,125,125,0.315789473684211,0.5,7,0,50,1e-04,5e-05,250,3,10,0.0261904761904762,8.04449744371184
train_13,125,125,0.315789473684211,0.5,7,0,50,1e-04,1e-04,250,3,10,0.0190476190476191,5.8505435954268
train_13,125,125,0.315789473684211,0.5,7,0,50,1e-04,5e-04,250,3,10,0.0214285714285714,6.58186154485514
train_13,125,125,0.315789473684211,0.5,7,0,50,1e-04,0.001,250,3,10,0.0226190476190476,6.94752051956932
