delx,dely,eta,lt,theta,k,l1,l2,p,kde.bw,kde.n,kde.lags,kde.win,pei,pai
599.604291726,250,0.5,2,0,50,1e-05,1e-06,0.5,250,all,1,29,0.0333333333333333,5.59298877063306
599.604291726,250,0.5,2,0,50,1e-05,5e-06,0.5,250,all,1,29,0.0166666666666667,2.79649438531653
599.604291726,250,0.5,2,0,50,1e-05,1e-05,0.5,250,all,1,29,0.0166666666666667,2.79649438531653
599.604291726,250,0.5,2,0,50,1e-05,5e-05,0.5,250,all,1,29,0.0166666666666667,2.79649438531653
599.604291726,250,0.5,2,0,50,1e-05,5e-04,0.5,250,all,1,29,0.0333333333333333,5.59298877063306
599.604291726,250,0.5,2,0,50,1e-05,1e-04,0.25,250,all,1,29,0.0166666666666667,2.79649438531653
599.604291726,250,0.5,2,0,50,1e-05,1e-04,0.33,250,all,1,29,0.0166666666666667,2.79649438531653
599.604291726,250,0.5,2,0,50,1e-05,1e-04,0.5,250,all,1,29,0.0166666666666667,2.79649438531653
599.604291726,250,0.5,2,0,50,1e-05,1e-04,0.66,250,all,1,29,0.0166666666666667,2.79649438531653
599.604291726,250,0.5,2,0,50,1e-05,1e-04,0.75,250,all,1,29,0,0
599.604291726,250,0.5,2,0,50,1e-05,1e-04,1,250,all,1,29,0,0
250,600,0.5,0.5,0,200,1e-06,1e-04,0.5,500,all,1,3,0.0175438596491228,2.79465005870576
250,600,0.5,0.5,0,200,1e-04,1e-04,0.5,500,all,1,3,0.0175438596491228,2.79465005870576
250,600,0.5,0.5,0,200,0.001,1e-04,0.5,500,all,1,3,0,0
250,600,0.5,0.5,0,200,0.005,1e-04,0.5,500,all,1,3,0,0
250,600,0.5,0.5,0,200,1e-05,1e-06,0.5,500,all,1,3,0.0175438596491228,2.79465005870576
250,600,0.5,0.5,0,200,1e-05,5e-06,0.5,500,all,1,3,0.0175438596491228,2.79465005870576
250,600,0.5,0.5,0,200,1e-05,1e-05,0.5,500,all,1,3,0.0175438596491228,2.79465005870576
250,600,0.5,0.5,0,200,1e-05,5e-05,0.5,500,all,1,3,0.0175438596491228,2.79465005870576
250,600,0.5,0.5,0,200,1e-05,5e-04,0.5,500,all,1,3,0.0175438596491228,2.79465005870576
250,600,0.5,0.5,0,200,1e-05,1e-04,0.25,500,all,1,3,0.0175438596491228,2.79465005870576
250,600,0.5,0.5,0,200,1e-05,1e-04,0.33,500,all,1,3,0.0175438596491228,2.79465005870576
250,600,0.5,0.5,0,200,1e-05,1e-04,0.5,500,all,1,3,0.0175438596491228,2.79465005870576
250,600,0.5,0.5,0,200,1e-05,1e-04,0.66,500,all,1,3,0,0
250,600,0.5,0.5,0,200,1e-05,1e-04,0.75,500,all,1,3,0,0
250,600,0.5,0.5,0,200,1e-05,1e-04,1,500,all,1,3,0.0350877192982456,5.58930011741152
251.550669068,250,1,0.5,1.56600762551,50,1e-06,1e-04,0.5,250,all,6,3,0.0165289256198347,5.64492378181408
251.550669068,250,1,0.5,1.56600762551,50,1e-04,1e-04,0.5,250,all,6,3,0.00826446280991736,2.82246189090704
251.550669068,250,1,0.5,1.56600762551,50,0.001,1e-04,0.5,250,all,6,3,0.00826446280991736,2.82246189090704
251.550669068,250,1,0.5,1.56600762551,50,0.005,1e-04,0.5,250,all,6,3,0.0413223140495868,14.1123094545352
251.550669068,250,1,0.5,1.56600762551,50,1e-05,1e-06,0.5,250,all,6,3,0.0247933884297521,8.46738567272112
251.550669068,250,1,0.5,1.56600762551,50,1e-05,5e-06,0.5,250,all,6,3,0.0247933884297521,8.46738567272112
251.550669068,250,1,0.5,1.56600762551,50,1e-05,1e-05,0.5,250,all,6,3,0.0330578512396694,11.2898475636282
251.550669068,250,1,0.5,1.56600762551,50,1e-05,5e-05,0.5,250,all,6,3,0,0
251.550669068,250,1,0.5,1.56600762551,50,1e-05,5e-04,0.5,250,all,6,3,0.0578512396694215,19.7572332363493
251.550669068,250,1,0.5,1.56600762551,50,1e-05,1e-04,0.25,250,all,6,3,0.0165289256198347,5.64492378181408
251.550669068,250,1,0.5,1.56600762551,50,1e-05,1e-04,0.33,250,all,6,3,0.0165289256198347,5.64492378181408
251.550669068,250,1,0.5,1.56600762551,50,1e-05,1e-04,0.5,250,all,6,3,0.00826446280991736,2.82246189090704
251.550669068,250,1,0.5,1.56600762551,50,1e-05,1e-04,0.66,250,all,6,3,0.0165289256198347,5.64492378181408
251.550669068,250,1,0.5,1.56600762551,50,1e-05,1e-04,0.75,250,all,6,3,0.00826446280991736,2.82246189090704
251.550669068,250,1,0.5,1.56600762551,50,1e-05,1e-04,1,250,all,6,3,0.0413223140495868,14.1123094545352
250,250.001323324,0.973712035199,0.5,0.00676381376439,50,1e-06,1e-04,0.5,287,all,6,6,0.0495867768595041,16.8875816780677
250,250.001323324,0.973712035199,0.5,0.00676381376439,50,1e-04,1e-04,0.5,287,all,6,6,0.0661157024793388,22.5167755707569
250,250.001323324,0.973712035199,0.5,0.00676381376439,50,0.001,1e-04,0.5,287,all,6,6,0.0247933884297521,8.44379083903384
250,250.001323324,0.973712035199,0.5,0.00676381376439,50,0.005,1e-04,0.5,287,all,6,6,0.00826446280991736,2.81459694634461
250,250.001323324,0.973712035199,0.5,0.00676381376439,50,1e-05,1e-06,0.5,287,all,6,6,0.0247933884297521,8.44379083903384
250,250.001323324,0.973712035199,0.5,0.00676381376439,50,1e-05,5e-06,0.5,287,all,6,6,0.00826446280991736,2.81459694634461
250,250.001323324,0.973712035199,0.5,0.00676381376439,50,1e-05,1e-05,0.5,287,all,6,6,0.0247933884297521,8.44379083903384
250,250.001323324,0.973712035199,0.5,0.00676381376439,50,1e-05,5e-05,0.5,287,all,6,6,0.0413223140495868,14.0729847317231
250,250.001323324,0.973712035199,0.5,0.00676381376439,50,1e-05,5e-04,0.5,287,all,6,6,0.0578512396694215,19.7021786244123
250,250.001323324,0.973712035199,0.5,0.00676381376439,50,1e-05,1e-04,0.25,287,all,6,6,0.0247933884297521,8.44379083903384
250,250.001323324,0.973712035199,0.5,0.00676381376439,50,1e-05,1e-04,0.33,287,all,6,6,0.0247933884297521,8.44379083903384
250,250.001323324,0.973712035199,0.5,0.00676381376439,50,1e-05,1e-04,0.5,287,all,6,6,0.0495867768595041,16.8875816780677
250,250.001323324,0.973712035199,0.5,0.00676381376439,50,1e-05,1e-04,0.66,287,all,6,6,0.0165289256198347,5.62919389268923
250,250.001323324,0.973712035199,0.5,0.00676381376439,50,1e-05,1e-04,0.75,287,all,6,6,0.00826446280991736,2.81459694634461
250,250.001323324,0.973712035199,0.5,0.00676381376439,50,1e-05,1e-04,1,287,all,6,6,0.00826446280991736,2.81459694634461
250,600,1,2,3.9244960352e-05,50,1e-06,1e-04,0.5,340,all,6,21,0.0350877192982456,5.58930011741152
250,600,1,2,3.9244960352e-05,50,1e-04,1e-04,0.5,340,all,6,21,0.0526315789473684,8.38395017611728
250,600,1,2,3.9244960352e-05,50,0.001,1e-04,0.5,340,all,6,21,0.0175438596491228,2.79465005870576
250,600,1,2,3.9244960352e-05,50,0.005,1e-04,0.5,340,all,6,21,0,0
250,600,1,2,3.9244960352e-05,50,1e-05,1e-06,0.5,340,all,6,21,0.0175438596491228,2.79465005870576
250,600,1,2,3.9244960352e-05,50,1e-05,5e-06,0.5,340,all,6,21,0,0
250,600,1,2,3.9244960352e-05,50,1e-05,1e-05,0.5,340,all,6,21,0,0
250,600,1,2,3.9244960352e-05,50,1e-05,5e-05,0.5,340,all,6,21,0.0526315789473684,8.38395017611728
250,600,1,2,3.9244960352e-05,50,1e-05,5e-04,0.5,340,all,6,21,0.0350877192982456,5.58930011741152
250,600,1,2,3.9244960352e-05,50,1e-05,1e-04,0.25,340,all,6,21,0.0526315789473684,8.38395017611728
250,600,1,2,3.9244960352e-05,50,1e-05,1e-04,0.33,340,all,6,21,0.0350877192982456,5.58930011741152
250,600,1,2,3.9244960352e-05,50,1e-05,1e-04,0.5,340,all,6,21,0.0350877192982456,5.58930011741152
250,600,1,2,3.9244960352e-05,50,1e-05,1e-04,0.66,340,all,6,21,0.0350877192982456,5.58930011741152
250,600,1,2,3.9244960352e-05,50,1e-05,1e-04,0.75,340,all,6,21,0.0175438596491228,2.79465005870576
250,600,1,2,3.9244960352e-05,50,1e-05,1e-04,1,340,all,6,21,0.0175438596491228,2.79465005870576
250,250,0.5,0.856462513332,0,50,1e-06,1e-04,0.5,499,all,6,8,0.0413223140495868,14.0730592241969
250,250,0.5,0.856462513332,0,50,1e-04,1e-04,0.5,499,all,6,8,0.0495867768595041,16.8876710690362
250,250,0.5,0.856462513332,0,50,0.001,1e-04,0.5,499,all,6,8,0.0661157024793388,22.516894758715
250,250,0.5,0.856462513332,0,50,0.005,1e-04,0.5,499,all,6,8,0.00826446280991736,2.81461184483937
250,250,0.5,0.856462513332,0,50,1e-05,1e-06,0.5,499,all,6,8,0.0578512396694215,19.7022829138756
250,250,0.5,0.856462513332,0,50,1e-05,5e-06,0.5,499,all,6,8,0.0661157024793388,22.516894758715
250,250,0.5,0.856462513332,0,50,1e-05,1e-05,0.5,499,all,6,8,0.0413223140495868,14.0730592241969
250,250,0.5,0.856462513332,0,50,1e-05,5e-05,0.5,499,all,6,8,0.0413223140495868,14.0730592241969
250,250,0.5,0.856462513332,0,50,1e-05,5e-04,0.5,499,all,6,8,0.0413223140495868,14.0730592241969
250,250,0.5,0.856462513332,0,50,1e-05,1e-04,0.25,499,all,6,8,0.0413223140495868,14.0730592241969
250,250,0.5,0.856462513332,0,50,1e-05,1e-04,0.33,499,all,6,8,0.0413223140495868,14.0730592241969
250,250,0.5,0.856462513332,0,50,1e-05,1e-04,0.5,499,all,6,8,0.0413223140495868,14.0730592241969
250,250,0.5,0.856462513332,0,50,1e-05,1e-04,0.66,499,all,6,8,0.0661157024793388,22.516894758715
250,250,0.5,0.856462513332,0,50,1e-05,1e-04,0.75,499,all,6,8,0.0661157024793388,22.516894758715
250,250,0.5,0.856462513332,0,50,1e-05,1e-04,1,499,all,6,8,0.0165289256198347,5.62922368967874
250,269.776539375,0.95055888013,0.5,0.0416128840035,50,1e-06,1e-04,0.5,498,all,6,11,0.0535714285714286,16.8535065464413
250,269.776539375,0.95055888013,0.5,0.0416128840035,50,1e-04,1e-04,0.5,498,all,6,11,0.0267857142857143,8.42675327322063
250,269.776539375,0.95055888013,0.5,0.0416128840035,50,0.001,1e-04,0.5,498,all,6,11,0.0267857142857143,8.42675327322063
250,269.776539375,0.95055888013,0.5,0.0416128840035,50,0.005,1e-04,0.5,498,all,6,11,0,0
250,269.776539375,0.95055888013,0.5,0.0416128840035,50,1e-05,1e-06,0.5,498,all,6,11,0.0714285714285714,22.4713420619217
250,269.776539375,0.95055888013,0.5,0.0416128840035,50,1e-05,5e-06,0.5,498,all,6,11,0.0714285714285714,22.4713420619217
250,269.776539375,0.95055888013,0.5,0.0416128840035,50,1e-05,1e-05,0.5,498,all,6,11,0.0714285714285714,22.4713420619217
250,269.776539375,0.95055888013,0.5,0.0416128840035,50,1e-05,5e-05,0.5,498,all,6,11,0.0446428571428571,14.044588788701
250,269.776539375,0.95055888013,0.5,0.0416128840035,50,1e-05,5e-04,0.5,498,all,6,11,0.0178571428571429,5.61783551548042
250,269.776539375,0.95055888013,0.5,0.0416128840035,50,1e-05,1e-04,0.25,498,all,6,11,0.0446428571428571,14.044588788701
250,269.776539375,0.95055888013,0.5,0.0416128840035,50,1e-05,1e-04,0.33,498,all,6,11,0.0446428571428571,14.044588788701
250,269.776539375,0.95055888013,0.5,0.0416128840035,50,1e-05,1e-04,0.5,498,all,6,11,0.0535714285714286,16.8535065464413
250,269.776539375,0.95055888013,0.5,0.0416128840035,50,1e-05,1e-04,0.66,498,all,6,11,0.0178571428571429,5.61783551548042
250,269.776539375,0.95055888013,0.5,0.0416128840035,50,1e-05,1e-04,0.75,498,all,6,11,0.0178571428571429,5.61783551548042
250,269.776539375,0.95055888013,0.5,0.0416128840035,50,1e-05,1e-04,1,498,all,6,11,0.0357142857142857,11.2356710309608
250,250,0.77192557746,0.5,0.142096409878,50,1e-06,1e-04,0.5,500,all,6,3,0.0330578512396694,11.2584473793575
250,250,0.77192557746,0.5,0.142096409878,50,1e-04,1e-04,0.5,500,all,6,3,0.0330578512396694,11.2584473793575
250,250,0.77192557746,0.5,0.142096409878,50,0.001,1e-04,0.5,500,all,6,3,0.0495867768595041,16.8876710690362
250,250,0.77192557746,0.5,0.142096409878,50,0.005,1e-04,0.5,500,all,6,3,0,0
250,250,0.77192557746,0.5,0.142096409878,50,1e-05,1e-06,0.5,500,all,6,3,0.0330578512396694,11.2584473793575
250,250,0.77192557746,0.5,0.142096409878,50,1e-05,5e-06,0.5,500,all,6,3,0.0330578512396694,11.2584473793575
250,250,0.77192557746,0.5,0.142096409878,50,1e-05,1e-05,0.5,500,all,6,3,0.0413223140495868,14.0730592241969
250,250,0.77192557746,0.5,0.142096409878,50,1e-05,5e-05,0.5,500,all,6,3,0.0247933884297521,8.44383553451811
250,250,0.77192557746,0.5,0.142096409878,50,1e-05,5e-04,0.5,500,all,6,3,0.0330578512396694,11.2584473793575
250,250,0.77192557746,0.5,0.142096409878,50,1e-05,1e-04,0.25,500,all,6,3,0.0330578512396694,11.2584473793575
250,250,0.77192557746,0.5,0.142096409878,50,1e-05,1e-04,0.33,500,all,6,3,0.0330578512396694,11.2584473793575
250,250,0.77192557746,0.5,0.142096409878,50,1e-05,1e-04,0.5,500,all,6,3,0.0330578512396694,11.2584473793575
250,250,0.77192557746,0.5,0.142096409878,50,1e-05,1e-04,0.66,500,all,6,3,0.0247933884297521,8.44383553451811
250,250,0.77192557746,0.5,0.142096409878,50,1e-05,1e-04,0.75,500,all,6,3,0.0330578512396694,11.2584473793575
250,250,0.77192557746,0.5,0.142096409878,50,1e-05,1e-04,1,500,all,6,3,0,0
250,250,0.5,0.5,0,50,1e-06,1e-04,0.5,250,all,6,30,0.0413223140495868,14.0730592241969
