delx,dely,eta,lt,theta,k,l1,l2,p,kde.bw,kde.n,kde.lags,kde.win,pei,pai
425,425,0.75,1.25,0.785,125,0.001,1e-04,0.5,375,all,3,16,0.0563380281690141,4.47073236830235
425,425,0.75,1.25,0.785,125,0.005,1e-04,0.5,375,all,3,16,0.0563380281690141,4.47073236830235
425,425,0.75,1.25,0.785,125,1e-05,1e-06,0.5,375,all,3,16,0.0985915492957746,7.82378164452911
425,425,0.75,1.25,0.785,125,1e-05,5e-06,0.5,375,all,3,16,0.112676056338028,8.94146473660469
425,425,0.75,1.25,0.785,125,1e-05,1e-05,0.5,375,all,3,16,0.112676056338028,8.94146473660469
425,425,0.75,1.25,0.785,125,1e-05,5e-05,0.5,375,all,3,16,0.0704225352112676,5.58841546037793
425,425,0.75,1.25,0.785,125,1e-05,5e-04,0.5,375,all,3,16,0.028169014084507,2.23536618415117
425,425,0.75,1.25,0.785,125,1e-05,1e-04,0.25,375,all,3,16,0.0422535211267606,3.35304927622676
425,425,0.75,1.25,0.785,125,1e-05,1e-04,0.33,375,all,3,16,0.0422535211267606,3.35304927622676
425,425,0.75,1.25,0.785,125,1e-05,1e-04,0.5,375,all,3,16,0.0422535211267606,3.35304927622676
425,425,0.75,1.25,0.785,125,1e-05,1e-04,0.66,375,all,3,16,0.0422535211267606,3.35304927622676
425,425,0.75,1.25,0.785,125,1e-05,1e-04,0.75,375,all,3,16,0.0563380281690141,4.47073236830235
425,425,0.75,1.25,0.785,125,1e-05,1e-04,1,375,all,3,16,0.0563380281690141,4.47073236830235
250,250,0.5,0.5,1.57,50,1e-06,1e-04,0.5,500,all,6,3,0.0888888888888889,13.4972208544114
250,250,0.5,0.5,1.57,50,1e-04,1e-04,0.5,500,all,6,3,0.0518518518518519,7.87337883173996
250,250,0.5,0.5,1.57,50,0.001,1e-04,0.5,500,all,6,3,0.0814814814814815,12.3724524498771
250,250,0.5,0.5,1.57,50,0.005,1e-04,0.5,500,all,6,3,0.0814814814814815,12.3724524498771
250,250,0.5,0.5,1.57,50,1e-05,1e-06,0.5,500,all,6,3,0.0666666666666667,10.1229156408085
250,250,0.5,0.5,1.57,50,1e-05,5e-06,0.5,500,all,6,3,0.0666666666666667,10.1229156408085
250,250,0.5,0.5,1.57,50,1e-05,1e-05,0.5,500,all,6,3,0.0592592592592593,8.99814723627424
250,250,0.5,0.5,1.57,50,1e-05,5e-05,0.5,500,all,6,3,0.0814814814814815,12.3724524498771
250,250,0.5,0.5,1.57,50,1e-05,5e-04,0.5,500,all,6,3,0.0296296296296296,4.49907361813712
250,250,0.5,0.5,1.57,50,1e-05,1e-04,0.25,500,all,6,3,0.0740740740740741,11.2476840453428
250,250,0.5,0.5,1.57,50,1e-05,1e-04,0.33,500,all,6,3,0.0740740740740741,11.2476840453428
250,250,0.5,0.5,1.57,50,1e-05,1e-04,0.5,500,all,6,3,0.0888888888888889,13.4972208544114
250,250,0.5,0.5,1.57,50,1e-05,1e-04,0.66,500,all,6,3,0.0666666666666667,10.1229156408085
250,250,0.5,0.5,1.57,50,1e-05,1e-04,0.75,500,all,6,3,0.0444444444444444,6.74861042720568
250,250,0.5,0.5,1.57,50,1e-05,1e-04,1,500,all,6,3,0.0666666666666667,10.1229156408085
253.150981429,600,1,0.5,0,50,1e-06,1e-04,0.5,250,all,4,3,0.075,6.76119872889594
253.150981429,600,1,0.5,0,50,1e-04,1e-04,0.5,250,all,4,3,0.075,6.76119872889594
253.150981429,600,1,0.5,0,50,0.001,1e-04,0.5,250,all,4,3,0.0375,3.38059936444797
253.150981429,600,1,0.5,0,50,0.005,1e-04,0.5,250,all,4,3,0.0375,3.38059936444797
253.150981429,600,1,0.5,0,50,1e-05,1e-06,0.5,250,all,4,3,0.0625,5.63433227407995
253.150981429,600,1,0.5,0,50,1e-05,5e-06,0.5,250,all,4,3,0.0625,5.63433227407995
253.150981429,600,1,0.5,0,50,1e-05,1e-05,0.5,250,all,4,3,0.0625,5.63433227407995
253.150981429,600,1,0.5,0,50,1e-05,5e-05,0.5,250,all,4,3,0.0875,7.88806518371193
253.150981429,600,1,0.5,0,50,1e-05,5e-04,0.5,250,all,4,3,0.0625,5.63433227407995
253.150981429,600,1,0.5,0,50,1e-05,1e-04,0.25,250,all,4,3,0.075,6.76119872889594
253.150981429,600,1,0.5,0,50,1e-05,1e-04,0.33,250,all,4,3,0.0625,5.63433227407995
253.150981429,600,1,0.5,0,50,1e-05,1e-04,0.5,250,all,4,3,0.0625,5.63433227407995
253.150981429,600,1,0.5,0,50,1e-05,1e-04,0.66,250,all,4,3,0.1,9.01493163852791
253.150981429,600,1,0.5,0,50,1e-05,1e-04,0.75,250,all,4,3,0.05,4.50746581926396
253.150981429,600,1,0.5,0,50,1e-05,1e-04,1,250,all,4,3,0.0375,3.38059936444797
600,250,0.5,0.5,0,200,1e-06,1e-04,0.5,500,all,1,3,0.0595238095238095,5.58395661825529
600,250,0.5,0.5,0,200,1e-04,1e-04,0.5,500,all,1,3,0.0595238095238095,5.58395661825529
600,250,0.5,0.5,0,200,0.001,1e-04,0.5,500,all,1,3,0.0476190476190476,4.46716529460423
600,250,0.5,0.5,0,200,0.005,1e-04,0.5,500,all,1,3,0.0476190476190476,4.46716529460423
600,250,0.5,0.5,0,200,1e-05,1e-06,0.5,500,all,1,3,0.0595238095238095,5.58395661825529
600,250,0.5,0.5,0,200,1e-05,5e-06,0.5,500,all,1,3,0.0595238095238095,5.58395661825529
600,250,0.5,0.5,0,200,1e-05,1e-05,0.5,500,all,1,3,0.0714285714285714,6.70074794190635
600,250,0.5,0.5,0,200,1e-05,5e-05,0.5,500,all,1,3,0.0476190476190476,4.46716529460423
600,250,0.5,0.5,0,200,1e-05,5e-04,0.5,500,all,1,3,0.0714285714285714,6.70074794190635
600,250,0.5,0.5,0,200,1e-05,1e-04,0.25,500,all,1,3,0.0833333333333333,7.81753926555741
600,250,0.5,0.5,0,200,1e-05,1e-04,0.33,500,all,1,3,0.0833333333333333,7.81753926555741
600,250,0.5,0.5,0,200,1e-05,1e-04,0.5,500,all,1,3,0.0595238095238095,5.58395661825529
600,250,0.5,0.5,0,200,1e-05,1e-04,0.66,500,all,1,3,0.0476190476190476,4.46716529460423
600,250,0.5,0.5,0,200,1e-05,1e-04,0.75,500,all,1,3,0.0238095238095238,2.23358264730212
600,250,0.5,0.5,0,200,1e-05,1e-04,1,500,all,1,3,0.0595238095238095,5.58395661825529
250,250,0.5,0.5,1.36118978008,50,1e-06,1e-04,0.5,250,all,1,30,0.0797101449275362,12.3724524498771
250,250,0.5,0.5,1.36118978008,50,1e-04,1e-04,0.5,250,all,1,30,0.0942028985507246,14.6219892589456
250,250,0.5,0.5,1.36118978008,50,0.001,1e-04,0.5,250,all,1,30,0.072463768115942,11.2476840453428
250,250,0.5,0.5,1.36118978008,50,0.005,1e-04,0.5,250,all,1,30,0.072463768115942,11.2476840453428
250,250,0.5,0.5,1.36118978008,50,1e-05,1e-06,0.5,250,all,1,30,0.0652173913043478,10.1229156408085
250,250,0.5,0.5,1.36118978008,50,1e-05,5e-06,0.5,250,all,1,30,0.0869565217391304,13.4972208544114
250,250,0.5,0.5,1.36118978008,50,1e-05,1e-05,0.5,250,all,1,30,0.101449275362319,15.7467576634799
250,250,0.5,0.5,1.36118978008,50,1e-05,5e-05,0.5,250,all,1,30,0.0652173913043478,10.1229156408085
250,250,0.5,0.5,1.36118978008,50,1e-05,5e-04,0.5,250,all,1,30,0.072463768115942,11.2476840453428
250,250,0.5,0.5,1.36118978008,50,1e-05,1e-04,0.25,250,all,1,30,0.0797101449275362,12.3724524498771
250,250,0.5,0.5,1.36118978008,50,1e-05,1e-04,0.33,250,all,1,30,0.0797101449275362,12.3724524498771
250,250,0.5,0.5,1.36118978008,50,1e-05,1e-04,0.5,250,all,1,30,0.072463768115942,11.2476840453428
250,250,0.5,0.5,1.36118978008,50,1e-05,1e-04,0.66,250,all,1,30,0.0652173913043478,10.1229156408085
250,250,0.5,0.5,1.36118978008,50,1e-05,1e-04,0.75,250,all,1,30,0.0652173913043478,10.1229156408085
250,250,0.5,0.5,1.36118978008,50,1e-05,1e-04,1,250,all,1,30,0.072463768115942,11.2476840453428
250,250,0.5,2,0,50,1e-06,1e-04,0.5,250,all,1,30,0.105263157894737,15.7467576634799
250,250,0.5,2,0,50,1e-04,1e-04,0.5,250,all,1,30,0.0902255639097744,13.4972208544114
250,250,0.5,2,0,50,0.001,1e-04,0.5,250,all,1,30,0.0601503759398496,8.99814723627424
250,250,0.5,2,0,50,0.005,1e-04,0.5,250,all,1,30,0.0601503759398496,8.99814723627424
250,250,0.5,2,0,50,1e-05,1e-06,0.5,250,all,1,30,0.105263157894737,15.7467576634799
250,250,0.5,2,0,50,1e-05,5e-06,0.5,250,all,1,30,0.112781954887218,16.8715260680142
250,250,0.5,2,0,50,1e-05,1e-05,0.5,250,all,1,30,0.112781954887218,16.8715260680142
250,250,0.5,2,0,50,1e-05,5e-05,0.5,250,all,1,30,0.0902255639097744,13.4972208544114
250,250,0.5,2,0,50,1e-05,5e-04,0.5,250,all,1,30,0.0526315789473684,7.87337883173996
250,250,0.5,2,0,50,1e-05,1e-04,0.25,250,all,1,30,0.075187969924812,11.2476840453428
250,250,0.5,2,0,50,1e-05,1e-04,0.33,250,all,1,30,0.0827067669172932,12.3724524498771
250,250,0.5,2,0,50,1e-05,1e-04,0.5,250,all,1,30,0.0827067669172932,12.3724524498771
250,250,0.5,2,0,50,1e-05,1e-04,0.66,250,all,1,30,0.0827067669172932,12.3724524498771
250,250,0.5,2,0,50,1e-05,1e-04,0.75,250,all,1,30,0.0827067669172932,12.3724524498771
250,250,0.5,2,0,50,1e-05,1e-04,1,250,all,1,30,0.120300751879699,17.9962944725485
577.737774724,250,0.5,2,0,50,1e-06,1e-04,0.5,250,all,1,30,0.0487804878048781,4.44994134508905
577.737774724,250,0.5,2,0,50,1e-04,1e-04,0.5,250,all,1,30,0.0487804878048781,4.44994134508905
577.737774724,250,0.5,2,0,50,0.001,1e-04,0.5,250,all,1,30,0.0365853658536585,3.33745600881678
577.737774724,250,0.5,2,0,50,0.005,1e-04,0.5,250,all,1,30,0.0365853658536585,3.33745600881678
577.737774724,250,0.5,2,0,50,1e-05,1e-06,0.5,250,all,1,30,0.0609756097560976,5.56242668136131
577.737774724,250,0.5,2,0,50,1e-05,5e-06,0.5,250,all,1,30,0.0609756097560976,5.56242668136131
577.737774724,250,0.5,2,0,50,1e-05,1e-05,0.5,250,all,1,30,0.0609756097560976,5.56242668136131
577.737774724,250,0.5,2,0,50,1e-05,5e-05,0.5,250,all,1,30,0.0365853658536585,3.33745600881678
577.737774724,250,0.5,2,0,50,1e-05,5e-04,0.5,250,all,1,30,0.0365853658536585,3.33745600881678
577.737774724,250,0.5,2,0,50,1e-05,1e-04,0.25,250,all,1,30,0.0365853658536585,3.33745600881678
577.737774724,250,0.5,2,0,50,1e-05,1e-04,0.33,250,all,1,30,0.0487804878048781,4.44994134508905
577.737774724,250,0.5,2,0,50,1e-05,1e-04,0.5,250,all,1,30,0.024390243902439,2.22497067254452
577.737774724,250,0.5,2,0,50,1e-05,1e-04,0.66,250,all,1,30,0.0853658536585366,7.78739735390583
577.737774724,250,0.5,2,0,50,1e-05,1e-04,0.75,250,all,1,30,0.146341463414634,13.3498240352671
577.737774724,250,0.5,2,0,50,1e-05,1e-04,1,250,all,1,30,0.0365853658536585,3.33745600881678
250,596.363697342,0.5,2,0.0862224050548,50,1e-06,1e-04,0.5,250,all,1,30,0.0987654320987654,8.98880729564413
250,596.363697342,0.5,2,0.0862224050548,50,1e-04,1e-04,0.5,250,all,1,30,0.0740740740740741,6.7416054717331
250,596.363697342,0.5,2,0.0862224050548,50,0.001,1e-04,0.5,250,all,1,30,0.0493827160493827,4.49440364782207
250,596.363697342,0.5,2,0.0862224050548,50,0.005,1e-04,0.5,250,all,1,30,0.0493827160493827,4.49440364782207
250,596.363697342,0.5,2,0.0862224050548,50,1e-05,1e-06,0.5,250,all,1,30,0.0987654320987654,8.98880729564413
250,596.363697342,0.5,2,0.0862224050548,50,1e-05,5e-06,0.5,250,all,1,30,0.0987654320987654,8.98880729564413
250,596.363697342,0.5,2,0.0862224050548,50,1e-05,1e-05,0.5,250,all,1,30,0.0987654320987654,8.98880729564413
250,596.363697342,0.5,2,0.0862224050548,50,1e-05,5e-05,0.5,250,all,1,30,0.123456790123457,11.2360091195552
250,596.363697342,0.5,2,0.0862224050548,50,1e-05,5e-04,0.5,250,all,1,30,0.037037037037037,3.37080273586655
250,596.363697342,0.5,2,0.0862224050548,50,1e-05,1e-04,0.25,250,all,1,30,0.111111111111111,10.1124082075997
250,596.363697342,0.5,2,0.0862224050548,50,1e-05,1e-04,0.33,250,all,1,30,0.111111111111111,10.1124082075997
250,596.363697342,0.5,2,0.0862224050548,50,1e-05,1e-04,0.5,250,all,1,30,0.0987654320987654,8.98880729564413
250,596.363697342,0.5,2,0.0862224050548,50,1e-05,1e-04,0.66,250,all,1,30,0.0987654320987654,8.98880729564413
250,596.363697342,0.5,2,0.0862224050548,50,1e-05,1e-04,0.75,250,all,1,30,0.0864197530864198,7.86520638368862
250,596.363697342,0.5,2,0.0862224050548,50,1e-05,1e-04,1,250,all,1,30,0.0864197530864198,7.86520638368862
250,250,0.834604517572,2,0,176,1e-06,1e-04,0.5,472,all,1,29,0.0526315789473684,7.87337883173996
250,250,0.834604517572,2,0,176,1e-04,1e-04,0.5,472,all,1,29,0.0526315789473684,7.87337883173996
250,250,0.834604517572,2,0,176,0.001,1e-04,0.5,472,all,1,29,0.0601503759398496,8.99814723627424
250,250,0.834604517572,2,0,176,0.005,1e-04,0.5,472,all,1,29,0.0601503759398496,8.99814723627424
250,250,0.834604517572,2,0,176,1e-05,1e-06,0.5,472,all,1,29,0.105263157894737,15.7467576634799
250,250,0.834604517572,2,0,176,1e-05,5e-06,0.5,472,all,1,29,0.0977443609022556,14.6219892589456
250,250,0.834604517572,2,0,176,1e-05,1e-05,0.5,472,all,1,29,0.0977443609022556,14.6219892589456
250,250,0.834604517572,2,0,176,1e-05,5e-05,0.5,472,all,1,29,0.0526315789473684,7.87337883173996
250,250,0.834604517572,2,0,176,1e-05,5e-04,0.5,472,all,1,29,0.0827067669172932,12.3724524498771
250,250,0.834604517572,2,0,176,1e-05,1e-04,0.25,472,all,1,29,0.075187969924812,11.2476840453428
250,250,0.834604517572,2,0,176,1e-05,1e-04,0.33,472,all,1,29,0.075187969924812,11.2476840453428
250,250,0.834604517572,2,0,176,1e-05,1e-04,0.5,472,all,1,29,0.0676691729323308,10.1229156408085
250,250,0.834604517572,2,0,176,1e-05,1e-04,0.66,472,all,1,29,0.0451127819548872,6.74861042720568
250,250,0.834604517572,2,0,176,1e-05,1e-04,0.75,472,all,1,29,0.0526315789473684,7.87337883173996
250,250,0.834604517572,2,0,176,1e-05,1e-04,1,472,all,1,29,0.0676691729323308,10.1229156408085
250.420414774,250,0.649165429252,2,0,50,1e-06,1e-04,0.5,250,all,1,30,0.112781954887218,16.8432015449304
250.420414774,250,0.649165429252,2,0,50,1e-04,1e-04,0.5,250,all,1,30,0.0977443609022556,14.5974413389397
250.420414774,250,0.649165429252,2,0,50,0.001,1e-04,0.5,250,all,1,30,0.0601503759398496,8.98304082396289
250.420414774,250,0.649165429252,2,0,50,0.005,1e-04,0.5,250,all,1,30,0.0601503759398496,8.98304082396289
250.420414774,250,0.649165429252,2,0,50,1e-05,1e-06,0.5,250,all,1,30,0.0827067669172932,12.351681132949
250.420414774,250,0.649165429252,2,0,50,1e-05,5e-06,0.5,250,all,1,30,0.0902255639097744,13.4745612359443
250.420414774,250,0.649165429252,2,0,50,1e-05,1e-05,0.5,250,all,1,30,0.0902255639097744,13.4745612359443
250.420414774,250,0.649165429252,2,0,50,1e-05,5e-05,0.5,250,all,1,30,0.0827067669172932,12.351681132949
250.420414774,250,0.649165429252,2,0,50,1e-05,5e-04,0.5,250,all,1,30,0.0827067669172932,12.351681132949
250.420414774,250,0.649165429252,2,0,50,1e-05,1e-04,0.25,250,all,1,30,0.075187969924812,11.2288010299536
250.420414774,250,0.649165429252,2,0,50,1e-05,1e-04,0.33,250,all,1,30,0.075187969924812,11.2288010299536
250.420414774,250,0.649165429252,2,0,50,1e-05,1e-04,0.5,250,all,1,30,0.0827067669172932,12.351681132949
250.420414774,250,0.649165429252,2,0,50,1e-05,1e-04,0.66,250,all,1,30,0.0902255639097744,13.4745612359443
250.420414774,250,0.649165429252,2,0,50,1e-05,1e-04,0.75,250,all,1,30,0.0902255639097744,13.4745612359443
250.420414774,250,0.649165429252,2,0,50,1e-05,1e-04,1,250,all,1,30,0.0601503759398496,8.98304082396289
250,250,1,2,0,50,1e-06,1e-04,0.5,250,all,1,30,0.105263157894737,15.7467576634799
250,250,1,2,0,50,1e-04,1e-04,0.5,250,all,1,30,0.105263157894737,15.7467576634799
250,250,1,2,0,50,0.001,1e-04,0.5,250,all,1,30,0.0601503759398496,8.99814723627424
250,250,1,2,0,50,0.005,1e-04,0.5,250,all,1,30,0.0601503759398496,8.99814723627424
250,250,1,2,0,50,1e-05,1e-06,0.5,250,all,1,30,0.112781954887218,16.8715260680142
250,250,1,2,0,50,1e-05,5e-06,0.5,250,all,1,30,0.120300751879699,17.9962944725485
250,250,1,2,0,50,1e-05,1e-05,0.5,250,all,1,30,0.0902255639097744,13.4972208544114
250,250,1,2,0,50,1e-05,5e-05,0.5,250,all,1,30,0.0977443609022556,14.6219892589456
250,250,1,2,0,50,1e-05,5e-04,0.5,250,all,1,30,0.0977443609022556,14.6219892589456
250,250,1,2,0,50,1e-05,1e-04,0.25,250,all,1,30,0.075187969924812,11.2476840453428
250,250,1,2,0,50,1e-05,1e-04,0.33,250,all,1,30,0.0902255639097744,13.4972208544114
250,250,1,2,0,50,1e-05,1e-04,0.5,250,all,1,30,0.0827067669172932,12.3724524498771
250,250,1,2,0,50,1e-05,1e-04,0.66,250,all,1,30,0.0977443609022556,14.6219892589456
250,250,1,2,0,50,1e-05,1e-04,0.75,250,all,1,30,0.0977443609022556,14.6219892589456
250,250,1,2,0,50,1e-05,1e-04,1,250,all,1,30,0.0601503759398496,8.99814723627424
250,250,0.978918798757,2,0,50,1e-06,1e-04,0.5,250,all,6,30,0.120300751879699,17.9962944725485
250,250,0.978918798757,2,0,50,1e-04,1e-04,0.5,250,all,6,30,0.0827067669172932,12.3724524498771
250,250,0.978918798757,2,0,50,0.001,1e-04,0.5,250,all,6,30,0.0601503759398496,8.99814723627424
250,250,0.978918798757,2,0,50,0.005,1e-04,0.5,250,all,6,30,0.0601503759398496,8.99814723627424
250,250,0.978918798757,2,0,50,1e-05,1e-06,0.5,250,all,6,30,0.0601503759398496,8.99814723627424
250,250,0.978918798757,2,0,50,1e-05,5e-06,0.5,250,all,6,30,0.0451127819548872,6.74861042720568
250,250,0.978918798757,2,0,50,1e-05,1e-05,0.5,250,all,6,30,0.0451127819548872,6.74861042720568
250,250,0.978918798757,2,0,50,1e-05,5e-05,0.5,250,all,6,30,0.0601503759398496,8.99814723627424
250,250,0.978918798757,2,0,50,1e-05,5e-04,0.5,250,all,6,30,0.0902255639097744,13.4972208544114
250,250,0.978918798757,2,0,50,1e-05,1e-04,0.25,250,all,6,30,0.0827067669172932,12.3724524498771
250,250,0.978918798757,2,0,50,1e-05,1e-04,0.33,250,all,6,30,0.0827067669172932,12.3724524498771
250,250,0.978918798757,2,0,50,1e-05,1e-04,0.5,250,all,6,30,0.0902255639097744,13.4972208544114
250,250,0.978918798757,2,0,50,1e-05,1e-04,0.66,250,all,6,30,0.075187969924812,11.2476840453428
250,250,0.978918798757,2,0,50,1e-05,1e-04,0.75,250,all,6,30,0.0676691729323308,10.1229156408085
250,250,0.978918798757,2,0,50,1e-05,1e-04,1,250,all,6,30,0.0300751879699248,4.49907361813712
250,250.836133432,0.986238745866,2,0,50,1e-06,1e-04,0.5,250,all,1,30,0.0583941605839416,8.96815294626759
250,250.836133432,0.986238745866,2,0,50,1e-04,1e-04,0.5,250,all,1,30,0.0656934306569343,10.089172064551
250,250.836133432,0.986238745866,2,0,50,0.001,1e-04,0.5,250,all,1,30,0.0583941605839416,8.96815294626759
250,250.836133432,0.986238745866,2,0,50,0.005,1e-04,0.5,250,all,1,30,0.0583941605839416,8.96815294626759
250,250.836133432,0.986238745866,2,0,50,1e-05,1e-06,0.5,250,all,1,30,0.072992700729927,11.2101911828345
250,250.836133432,0.986238745866,2,0,50,1e-05,5e-06,0.5,250,all,1,30,0.0802919708029197,12.3312103011179
250,250.836133432,0.986238745866,2,0,50,1e-05,1e-05,0.5,250,all,1,30,0.0583941605839416,8.96815294626759
250,250.836133432,0.986238745866,2,0,50,1e-05,5e-05,0.5,250,all,1,30,0.0948905109489051,14.5732485376848
250,250.836133432,0.986238745866,2,0,50,1e-05,5e-04,0.5,250,all,1,30,0.072992700729927,11.2101911828345
250,250.836133432,0.986238745866,2,0,50,1e-05,1e-04,0.25,250,all,1,30,0.0510948905109489,7.84713382798414
250,250.836133432,0.986238745866,2,0,50,1e-05,1e-04,0.33,250,all,1,30,0.0583941605839416,8.96815294626759
250,250.836133432,0.986238745866,2,0,50,1e-05,1e-04,0.5,250,all,1,30,0.0510948905109489,7.84713382798414
250,250.836133432,0.986238745866,2,0,50,1e-05,1e-04,0.66,250,all,1,30,0.0875912408759124,13.4522294194014
250,250.836133432,0.986238745866,2,0,50,1e-05,1e-04,0.75,250,all,1,30,0.102189781021898,15.6942676559683
250,250.836133432,0.986238745866,2,0,50,1e-05,1e-04,1,250,all,1,30,0.0583941605839416,8.96815294626759
250,282.067220411,0.5,2,1.57,133,1e-06,1e-04,0.5,250,all,6,3,0.048,6.76681925614208
250,282.067220411,0.5,2,1.57,133,1e-04,1e-04,0.5,250,all,6,3,0.096,13.5336385122842
250,282.067220411,0.5,2,1.57,133,0.001,1e-04,0.5,250,all,6,3,0.088,12.4058353029271
250,282.067220411,0.5,2,1.57,133,0.005,1e-04,0.5,250,all,6,3,0.088,12.4058353029271
250,282.067220411,0.5,2,1.57,133,1e-05,1e-06,0.5,250,all,6,3,0.096,13.5336385122842
250,282.067220411,0.5,2,1.57,133,1e-05,5e-06,0.5,250,all,6,3,0.104,14.6614417216412
250,282.067220411,0.5,2,1.57,133,1e-05,1e-05,0.5,250,all,6,3,0.096,13.5336385122842
250,282.067220411,0.5,2,1.57,133,1e-05,5e-05,0.5,250,all,6,3,0.096,13.5336385122842
250,282.067220411,0.5,2,1.57,133,1e-05,5e-04,0.5,250,all,6,3,0.04,5.63901604678507
250,282.067220411,0.5,2,1.57,133,1e-05,1e-04,0.25,250,all,6,3,0.048,6.76681925614208
250,282.067220411,0.5,2,1.57,133,1e-05,1e-04,0.33,250,all,6,3,0.048,6.76681925614208
250,282.067220411,0.5,2,1.57,133,1e-05,1e-04,0.5,250,all,6,3,0.064,9.02242567485611
250,282.067220411,0.5,2,1.57,133,1e-05,1e-04,0.66,250,all,6,3,0.056,7.89462246549909
250,282.067220411,0.5,2,1.57,133,1e-05,1e-04,0.75,250,all,6,3,0.08,11.2780320935701
250,282.067220411,0.5,2,1.57,133,1e-05,1e-04,1,250,all,6,3,0.088,12.4058353029271
250,250,1,2,1.57,200,1e-06,1e-04,0.5,250,all,6,30,0.0740740740740741,11.2476840453428
250,250,1,2,1.57,200,1e-04,1e-04,0.5,250,all,6,30,0.125925925925926,19.1210628770828
250,250,1,2,1.57,200,0.001,1e-04,0.5,250,all,6,30,0.0814814814814815,12.3724524498771
250,250,1,2,1.57,200,0.005,1e-04,0.5,250,all,6,30,0.0814814814814815,12.3724524498771
250,250,1,2,1.57,200,1e-05,1e-06,0.5,250,all,6,30,0.0814814814814815,12.3724524498771
250,250,1,2,1.57,200,1e-05,5e-06,0.5,250,all,6,30,0.0814814814814815,12.3724524498771
250,250,1,2,1.57,200,1e-05,1e-05,0.5,250,all,6,30,0.0814814814814815,12.3724524498771
250,250,1,2,1.57,200,1e-05,5e-05,0.5,250,all,6,30,0.0814814814814815,12.3724524498771
250,250,1,2,1.57,200,1e-05,5e-04,0.5,250,all,6,30,0.0592592592592593,8.99814723627424
250,250,1,2,1.57,200,1e-05,1e-04,0.25,250,all,6,30,0.0592592592592593,8.99814723627424
250,250,1,2,1.57,200,1e-05,1e-04,0.33,250,all,6,30,0.0740740740740741,11.2476840453428
250,250,1,2,1.57,200,1e-05,1e-04,0.5,250,all,6,30,0.0740740740740741,11.2476840453428
250,250,1,2,1.57,200,1e-05,1e-04,0.66,250,all,6,30,0.0740740740740741,11.2476840453428
250,250,1,2,1.57,200,1e-05,1e-04,0.75,250,all,6,30,0.0592592592592593,8.99814723627424
250,250,1,2,1.57,200,1e-05,1e-04,1,250,all,6,30,0.0666666666666667,10.1229156408085
250,250,0.5,1.99956126316,0.203866756535,200,1e-06,1e-04,0.5,250,all,6,3,0.0895522388059701,13.4972208544114
250,250,0.5,1.99956126316,0.203866756535,200,1e-04,1e-04,0.5,250,all,6,3,0.082089552238806,12.3724524498771
250,250,0.5,1.99956126316,0.203866756535,200,0.001,1e-04,0.5,250,all,6,3,0.0522388059701493,7.87337883173996
250,250,0.5,1.99956126316,0.203866756535,200,0.005,1e-04,0.5,250,all,6,3,0.0522388059701493,7.87337883173996
250,250,0.5,1.99956126316,0.203866756535,200,1e-05,1e-06,0.5,250,all,6,3,0.141791044776119,21.3705996861513
250,250,0.5,1.99956126316,0.203866756535,200,1e-05,5e-06,0.5,250,all,6,3,0.149253731343284,22.4953680906856
250,250,0.5,1.99956126316,0.203866756535,200,1e-05,1e-05,0.5,250,all,6,3,0.134328358208955,20.245831281617
250,250,0.5,1.99956126316,0.203866756535,200,1e-05,5e-05,0.5,250,all,6,3,0.082089552238806,12.3724524498771
